label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,5]
4800.f4	[0,-1,0,767,-5663]	6 1 2
4800.g1	[0,-1,0,-1083,102537]	6 1 2
4800.h1	[0,-1,0,-4583,-117963]	6 1 2
4800.i1	[0,-1,0,-183,1017]	6 1 2
4800.j1	[0,-1,0,-43,-803]	6 1 2
4800.k1	[0,-1,0,-16833,-518463]	6 1 2
4800.k2	[0,-1,0,3167,-58463]	6 1 2
4800.l1	[0,-1,0,-52993,4697857]	6 1 2
4800.l2	[0,-1,0,-3393,-74943]	6 1 2
4800.l3	[0,-1,0,-1793,141057]	6 1 2
4800.l4	[0,-1,0,-193,-1343]	6 1 2
4800.m1	[0,-1,0,-1324833,-584582463]	6 1 2
4800.m2	[0,-1,0,-84833,9537537]	6 1 2
4800.m3	[0,-1,0,-44833,-17542463]	6 1 2
4800.m4	[0,-1,0,-4833,177537]	6 1 2
4800.n1	[0,-1,0,-673,4417]	6 1 2
4800.n2	[0,-1,0,127,417]	6 1 2
4800.o1	[0,-1,0,-121333,-16226963]	6 1 2
4800.o2	[0,-1,0,-1333,-26963]	6 1 2
4800.p1	[0,-1,0,-4853,131757]	6 1 2
4800.p2	[0,-1,0,-53,237]	6 1 2
4800.q1	[0,-1,0,-38433,-2887263]	6 1 2
4800.q2	[0,-1,0,-6433,200737]	6 1 2
4800.q3	[0,-1,0,-2433,-43263]	6 1 2
4800.q4	[0,-1,0,-433,2737]	6 1 2
4800.q5	[0,-1,0,67,237]	6 1 2
4800.q6	[0,-1,0,1567,-175263]	6 1 2
4800.r1	[0,-1,0,-320033,69791937]	6 1 2
4800.r2	[0,-1,0,-20033,1091937]	6 1 2
4800.r3	[0,-1,0,-8033,2375937]	6 1 2
4800.r4	[0,-1,0,-2033,-6063]	6 1 2
4800.r5	[0,-1,0,-1533,-22563]	6 1 2
4800.r6	[0,-1,0,7967,-56063]	6 1 2
4800.s1	[0,-1,0,-16033,-776063]	6 1 2
4800.s2	[0,-1,0,-4033,87937]	6 1 2
4800.s3	[0,-1,0,-1033,-11063]	6 1 2
4800.s4	[0,-1,0,92,-938]	6 1 2
4800.t1	[0,-1,0,-3456033,-2471796063]	6 1 2
4800.t2	[0,-1,0,-216033,-38556063]	6 1 2
4800.t3	[0,-1,0,-176033,-53316063]	6 1 2
4800.t4	[0,-1,0,-128033,17675937]	6 1 2
4800.t5	[0,-1,0,-16033,-356063]	6 1 2
4800.t6	[0,-1,0,-8033,275937]	6 1 2
4800.t7	[0,-1,0,-33,11937]	6 1 2
4800.t8	[0,-1,0,55967,-2732063]	6 1 2
4800.u1	[0,-1,0,-5633,163137]	6 1 2
4800.u2	[0,-1,0,-633,-1863]	6 1 2
4800.u3	[0,-1,0,-508,-4238]	6 1 2
4800.u4	[0,-1,0,2367,-16863]	6 1 2
4800.v1	[0,-1,0,417,-5463]	6 1 2
4800.w1	[0,-1,0,-83,537]	6 1 2
4800.x1	[0,-1,0,-3,-3]	6 1 2
4800.y1	[0,-1,0,17,37]	6 1 2
4800.z1	[0,-1,0,-193,1057]	6 1 2
4800.z2	[0,-1,0,7,57]	6 1 2
4800.ba1	[0,-1,0,-4833,-122463]	6 1 2
4800.ba2	[0,-1,0,167,-7463]	6 1 2
4800.bb1	[0,-1,0,-833,-9213]	6 1 2
4800.bb2	[0,-1,0,7,27]	6 1 2
4800.bc1	[0,-1,0,667,-963]	6 1 2
4800.bd1	[0,-1,0,27,-3]	6 1 2
4800.be1	[0,-1,0,-33,87]	6 1 2
4800.be2	[0,-1,0,167,-3713]	6 1 2
4800.bf1	[0,-1,0,-53,-123]	6 1 2
4800.bf2	[0,-1,0,47,-623]	6 1 2
4800.bg1	[0,-1,0,-49633,-2352863]	6 1 2
4800.bg2	[0,-1,0,-22633,1292137]	6 1 2
4800.bg3	[0,-1,0,-22508,1307262]	6 1 2
4800.bg4	[0,-1,0,2367,3967137]	6 1 2
4800.bh1	[0,-1,0,-21633,1231137]	6 1 2
4800.bh2	[0,-1,0,-13633,-600863]	6 1 2
4800.bh3	[0,-1,0,-1633,11137]	6 1 2
4800.bh4	[0,-1,0,367,1137]	6 1 2
4800.bi1	[0,-1,0,-48033,4067937]	6 1 2
4800.bi2	[0,-1,0,-8033,-192063]	6 1 2
4800.bi3	[0,-1,0,-3033,62937]	6 1 2
4800.bi4	[0,-1,0,92,3562]	6 1 2
4800.bj1	[0,-1,0,-1333,18037]	6 1 2
4800.bj2	[0,-1,0,1167,75537]	6 1 2
4800.bk1	[0,1,0,-1333,-18037]	6 1 2
4800.bk2	[0,1,0,1167,-75537]	6 1 2
4800.bl1	[0,1,0,-21633,-1231137]	6 1 2
4800.bl2	[0,1,0,-13633,600863]	6 1 2
4800.bl3	[0,1,0,-1633,-11137]	6 1 2
4800.bl4	[0,1,0,367,-1137]	6 1 2
4800.bm1	[0,1,0,-48033,-4067937]	6 1 2
4800.bm2	[0,1,0,-8033,192063]	6 1 2
4800.bm3	[0,1,0,-3033,-62937]	6 1 2
4800.bm4	[0,1,0,92,-3562]	6 1 2
4800.bn1	[0,1,0,-53,123]	6 1 2
4800.bn2	[0,1,0,47,623]	6 1 2
4800.bo1	[0,1,0,-49633,2352863]	6 1 2
4800.bo2	[0,1,0,-22633,-1292137]	6 1 2
4800.bo3	[0,1,0,-22508,-1307262]	6 1 2
4800.bo4	[0,1,0,2367,-3967137]	6 1 2
4800.bp1	[0,1,0,27,3]	6 1 2
4800.bq1	[0,1,0,-33,-87]	6 1 2
4800.bq2	[0,1,0,167,3713]	6 1 2
4800.br1	[0,1,0,-833,9213]	6 1 2
4800.br2	[0,1,0,7,-27]	6 1 2
4800.bs1	[0,1,0,667,963]	6 1 2
4800.bt1	[0,1,0,-4833,122463]	6 1 2
4800.bt2	[0,1,0,167,7463]	6 1 2
4800.bu1	[0,1,0,-193,-1057]	6 1 2
4800.bu2	[0,1,0,7,-57]	6 1 2
4800.bv1	[0,1,0,17,-37]	6 1 2
4800.bw1	[0,1,0,-83,-537]	6 1 2
4800.bx1	[0,1,0,-3,3]	6 1 2
4800.by1	[0,1,0,417,5463]	6 1 2
4800.bz1	[0,1,0,-3456033,2471796063]	6 1 2
4800.bz2	[0,1,0,-216033,38556063]	6 1 2
4800.bz3	[0,1,0,-176033,53316063]	6 1 2
4800.bz4	[0,1,0,-128033,-17675937]	6 1 2
4800.bz5	[0,1,0,-16033,356063]	6 1 2
4800.bz6	[0,1,0,-8033,-275937]	6 1 2
4800.bz7	[0,1,0,-33,-11937]	6 1 2
4800.bz8	[0,1,0,55967,2732063]	6 1 2
4800.ca1	[0,1,0,-5633,-163137]	6 1 2
4800.ca2	[0,1,0,-633,1863]	6 1 2
4800.ca3	[0,1,0,-508,4238]	6 1 2
4800.ca4	[0,1,0,2367,16863]	6 1 2
4800.cb1	[0,1,0,-16033,776063]	6 1 2
4800.cb2	[0,1,0,-4033,-87937]	6 1 2
4800.cb3	[0,1,0,-1033,11063]	6 1 2
4800.cb4	[0,1,0,92,938]	6 1 2
4800.cc1	[0,1,0,-38433,2887263]	6 1 2
4800.cc2	[0,1,0,-6433,-200737]	6 1 2
4800.cc3	[0,1,0,-2433,43263]	6 1 2
4800.cc4	[0,1,0,-433,-2737]	6 1 2
4800.cc5	[0,1,0,67,-237]	6 1 2
4800.cc6	[0,1,0,1567,175263]	6 1 2
4800.cd1	[0,1,0,-320033,-69791937]	6 1 2
4800.cd2	[0,1,0,-20033,-1091937]	6 1 2
4800.cd3	[0,1,0,-8033,-2375937]	6 1 2
4800.cd4	[0,1,0,-2033,6063]	6 1 2
4800.cd5	[0,1,0,-1533,22563]	6 1 2
4800.cd6	[0,1,0,7967,56063]	6 1 2
4800.ce1	[0,1,0,-4853,-131757]	6 1 2
4800.ce2	[0,1,0,-53,-237]	6 1 2
4800.cf1	[0,1,0,-121333,16226963]	6 1 2
4800.cf2	[0,1,0,-1333,26963]	6 1 2
4800.cg1	[0,1,0,-1324833,584582463]	6 1 2
4800.cg2	[0,1,0,-84833,-9537537]	6 1 2
4800.cg3	[0,1,0,-44833,17542463]	6 1 2
4800.cg4	[0,1,0,-4833,-177537]	6 1 2
4800.ch1	[0,1,0,-673,-4417]	6 1 2
4800.ch2	[0,1,0,127,-417]	6 1 2
4800.ci1	[0,1,0,-16833,518463]	6 1 2
4800.ci2	[0,1,0,3167,58463]	6 1 2
4800.cj1	[0,1,0,-52993,-4697857]	6 1 2
4800.cj2	[0,1,0,-3393,74943]	6 1 2
4800.cj3	[0,1,0,-1793,-141057]	6 1 2
4800.cj4	[0,1,0,-193,1343]	6 1 2
4800.ck1	[0,1,0,-43,803]	6 1 2
4800.cl1	[0,1,0,-4583,117963]	6 1 2
4800.cm1	[0,1,0,-183,-1017]	6 1 2
4800.cn1	[0,1,0,-1083,-102537]	6 1 2
4800.co1	[0,1,0,-3233,69663]	6 1 2
4800.co2	[0,1,0,-233,663]	6 1 2
4800.co3	[0,1,0,-108,-462]	6 1 2
4800.co4	[0,1,0,767,5663]	6 1 2
4800.cp1	[0,1,0,-2153,-39177]	6 1 2
4800.cp2	[0,1,0,-128,-702]	6 1 2
4800.cq1	[0,1,0,-8533633,-9597935137]	6 1 2
4800.cq2	[0,1,0,-725633,-32623137]	6 1 2
4800.cq3	[0,1,0,-533633,-149935137]	6 1 2
4800.cq4	[0,1,0,-461633,120568863]	6 1 2
4800.cq5	[0,1,0,-109633,-12071137]	6 1 2
4800.cq6	[0,1,0,-29633,1768863]	6 1 2
4800.cq7	[0,1,0,-21633,-4015137]	6 1 2
4800.cq8	[0,1,0,2367,136863]	6 1 2
4800.cr1	[0,1,0,-53833,4789463]	6 1 2
4800.cr2	[0,1,0,-3208,81338]	6 1 2
4800.cs1	[0,1,0,-933,-13437]	6 1 2
4800.ct1	[0,1,0,-23333,1632963]	6 1 2
4860.a1	[0,0,0,-1863,30942]	2 5 1
4860.a2	[0,0,0,-63,-138]	2 5 1
4860.b1	[0,0,0,-567,3726]	2 5 1
4860.b2	[0,0,0,-207,-1146]	2 5 1
5184.a1	[0,0,0,-12,-80]	6 4 0
5184.b1	[0,0,0,-12,80]	6 4 0
5184.c1	[0,0,0,-3564,-89424]	6 4 0
5184.c2	[0,0,0,276,176]	6 4 0
5184.d1	[0,0,0,-1404,20304]	6 4 0
5184.d2	[0,0,0,36,144]	6 4 0
5184.e1	[0,0,0,-324,-1944]	6 4 0
5184.e2	[0,0,0,-84,296]	6 4 0
5184.f1	[0,0,0,-324,1944]	6 4 0
5184.f2	[0,0,0,-84,-296]	6 4 0
5184.g1	[0,0,0,-1404,-20304]	6 4 0
5184.g2	[0,0,0,36,-144]	6 4 0
5184.h1	[0,0,0,-3564,89424]	6 4 0
5184.h2	[0,0,0,276,-176]	6 4 0
5184.i1	[0,0,0,-108,216]	6 4 0
5184.j1	[0,0,0,-3,4]	6 4 0
5184.k1	[0,0,0,-108,-3024]	6 4 0
5184.l1	[0,0,0,-108,3024]	6 4 0
5184.m1	[0,0,0,-3,-4]	6 4 0
5184.n1	[0,0,0,-108,-216]	6 4 0
5184.o1	[0,0,0,-620460,188113104]	6 4 0
5184.o2	[0,0,0,-6060,368848]	6 4 0
5184.o3	[0,0,0,-300,-2096]	6 4 0
5184.o4	[0,0,0,1620,-3888]	6 4 0
5184.p1	[0,0,0,-68940,-6967152]	6 4 0
5184.p2	[0,0,0,-54540,-9958896]	6 4 0
5184.p3	[0,0,0,-2700,56592]	6 4 0
5184.p4	[0,0,0,180,144]	6 4 0
5184.q1	[0,0,0,-68940,6967152]	6 4 0
5184.q2	[0,0,0,-54540,9958896]	6 4 0
5184.q3	[0,0,0,-2700,-56592]	6 4 0
5184.q4	[0,0,0,180,-144]	6 4 0
5184.r1	[0,0,0,-620460,-188113104]	6 4 0
5184.r2	[0,0,0,-6060,-368848]	6 4 0
5184.r3	[0,0,0,-300,2096]	6 4 0
5184.r4	[0,0,0,1620,3888]	6 4 0
5184.s1	[0,0,0,-12,-8]	6 4 0
5184.t1	[0,0,0,-27,-108]	6 4 0
5184.u1	[0,0,0,-12,-112]	6 4 0
5184.v1	[0,0,0,-12,112]	6 4 0
5184.w1	[0,0,0,-27,108]	6 4 0
5184.x1	[0,0,0,-12,8]	6 4 0
5184.y1	[0,0,0,-396,3312]	6 4 0
5184.y2	[0,0,0,2484,-4752]	6 4 0
5184.z1	[0,0,0,-156,-752]	6 4 0
5184.z2	[0,0,0,324,-3888]	6 4 0
5184.ba1	[0,0,0,-756,-7992]	6 4 0
5184.ba2	[0,0,0,-36,72]	6 4 0
5184.bb1	[0,0,0,-756,7992]	6 4 0
5184.bb2	[0,0,0,-36,-72]	6 4 0
5184.bc1	[0,0,0,-156,752]	6 4 0
5184.bc2	[0,0,0,324,3888]	6 4 0
5184.bd1	[0,0,0,-396,-3312]	6 4 0
5184.bd2	[0,0,0,2484,4752]	6 4 0
5184.be1	[0,0,0,-108,2160]	6 4 0
5184.bf1	[0,0,0,-108,-2160]	6 4 0
5400.a1	[0,0,0,-199500,-34297500]	3 3 2
5400.b1	[0,0,0,10125,168750]	3 3 2
5400.c1	[0,0,0,1125,-6250]	3 3 2
5400.d1	[0,0,0,-1795500,926032500]	3 3 2
5400.e1	[0,0,0,-675,114750]	3 3 2
5400.f1	[0,0,0,-16875,2193750]	3 3 2
5400.g1	[0,0,0,-1875,-81250]	3 3 2
5400.h1	[0,0,0,-75,-4250]	3 3 2
5400.i1	[0,0,0,-16875,-506250]	3 3 2
5400.j1	[0,0,0,-75,375]	3 3 2
5400.k1	[0,0,0,-10875,-436250]	3 3 2
5400.l1	[0,0,0,-375,-3125]	3 3 2
5400.m1	[0,0,0,-3075,102750]	3 3 2
5400.n1	[0,0,0,-27675,-2774250]	3 3 2
5400.o1	[0,0,0,-3375,84375]	3 3 2
5400.p1	[0,0,0,-97875,11778750]	3 3 2
5400.q1	[0,0,0,-675,-10125]	3 3 2
5400.r1	[0,0,0,-1875,18750]	3 3 2
5400.s1	[0,0,0,-270,-1755]	3 3 2
5400.t1	[0,0,0,-3375,101250]	3 3 2
5400.u1	[0,0,0,-375,-3750]	3 3 2
5400.v1	[0,0,0,-30,65]	3 3 2
5400.w1	[0,0,0,-75,875]	3 3 2
5400.x1	[0,0,0,-675,-23625]	3 3 2
5400.y1	[0,0,0,-6750,-219375]	3 3 2
5400.z1	[0,0,0,-135,810]	3 3 2
5400.ba1	[0,0,0,2700,40500]	3 3 2
5400.bb1	[0,0,0,-15,-30]	3 3 2
5400.bc1	[0,0,0,300,-1500]	3 3 2
5400.bd1	[0,0,0,-750,8125]	3 3 2
5400.be1	[0,0,0,-675,-4050]	3 3 2
5400.bf1	[0,0,0,-435,-3490]	3 3 2
5400.bg1	[0,0,0,-15,-25]	3 3 2
5400.bh1	[0,0,0,7425,-509625]	3 3 2
5400.bi1	[0,0,0,825,18875]	3 3 2
5400.bj1	[0,0,0,-135,675]	3 3 2
5400.bk1	[0,0,0,-3915,94230]	3 3 2
5400.bl1	[0,0,0,-75,150]	3 3 2
5400.bm1	[0,0,0,-675,17550]	3 3 2
5400.bn1	[0,0,0,-300,2500]	3 3 2
5400.bo1	[0,0,0,-75,-650]	3 3 2
5400.bp1	[0,0,0,-2700,-67500]	3 3 2
5400.bq1	[0,0,0,-7980,-274380]	3 3 2
5400.br1	[0,0,0,-41175,3351375]	3 3 2
5400.bs1	[0,0,0,405,1350]	3 3 2
5400.bt1	[0,0,0,45,-50]	3 3 2
5400.bu1	[0,0,0,-4575,-124125]	3 3 2
5400.bv1	[0,0,0,-71820,7408260]	3 3 2
5760.a1	[0,0,0,-228,848]	7 2 1
5760.a2	[0,0,0,42,92]	7 2 1
5760.b1	[0,0,0,-21828,-1219952]	7 2 1
5760.b2	[0,0,0,42,-56468]	7 2 1
5760.c1	[0,0,0,-74973,7901422]	7 2 1
5760.c2	[0,0,0,-74568,7991008]	7 2 1
5760.d1	[0,0,0,-1188,-3888]	7 2 1
5760.d2	[0,0,0,-918,-10692]	7 2 1
5760.e1	[0,0,0,-408,3168]	7 2 1
5760.e2	[0,0,0,-33,18]	7 2 1
5760.f1	[0,0,0,-11028,-432848]	7 2 1
5760.f2	[0,0,0,222,-23348]	7 2 1
5760.g1	[0,0,0,-93,-178]	7 2 1
5760.g2	[0,0,0,312,-1312]	7 2 1
5760.h1	[0,0,0,-468,-3888]	7 2 1
5760.h2	[0,0,0,-18,-108]	7 2 1
5760.i1	[0,0,0,-648,-6048]	7 2 1
5760.i2	[0,0,0,27,-378]	7 2 1
5760.j1	[0,0,0,-18,28]	7 2 1
5760.j2	[0,0,0,12,112]	7 2 1
5760.k1	[0,0,0,-2388,44912]	7 2 1
5760.k2	[0,0,0,-138,812]	7 2 1
5760.l1	[0,0,0,-633,-6118]	7 2 1
5760.l2	[0,0,0,-408,-10528]	7 2 1
5760.m1	[0,0,0,-2388,-44912]	7 2 1
5760.m2	[0,0,0,-138,-812]	7 2 1
5760.n1	[0,0,0,-633,6118]	7 2 1
5760.n2	[0,0,0,-408,10528]	7 2 1
5760.o1	[0,0,0,-648,6048]	7 2 1
5760.o2	[0,0,0,27,378]	7 2 1
5760.p1	[0,0,0,-18,-28]	7 2 1
5760.p2	[0,0,0,12,-112]	7 2 1
5760.q1	[0,0,0,-468,3888]	7 2 1
5760.q2	[0,0,0,-18,108]	7 2 1
5760.r1	[0,0,0,-11028,432848]	7 2 1
5760.r2	[0,0,0,222,23348]	7 2 1
5760.s1	[0,0,0,-93,178]	7 2 1
5760.s2	[0,0,0,312,1312]	7 2 1
5760.t1	[0,0,0,-1188,3888]	7 2 1
5760.t2	[0,0,0,-918,10692]	7 2 1
5760.u1	[0,0,0,-408,-3168]	7 2 1
5760.u2	[0,0,0,-33,-18]	7 2 1
5760.v1	[0,0,0,-74973,-7901422]	7 2 1
5760.v2	[0,0,0,-74568,-7991008]	7 2 1
5760.w1	[0,0,0,-21828,1219952]	7 2 1
5760.w2	[0,0,0,42,56468]	7 2 1
5760.x1	[0,0,0,-228,-848]	7 2 1
5760.x2	[0,0,0,42,-92]	7 2 1
5760.y1	[0,0,0,-5457,-152494]	7 2 1
5760.y2	[0,0,0,168,-451744]	7 2 1
5760.z1	[0,0,0,-57,106]	7 2 1
5760.z2	[0,0,0,168,736]	7 2 1
5760.ba1	[0,0,0,-117,-486]	7 2 1
5760.ba2	[0,0,0,-72,-864]	7 2 1
5760.bb1	[0,0,0,-372,-1424]	7 2 1
5760.bb2	[0,0,0,78,-164]	7 2 1
5760.bc1	[0,0,0,-2757,-54106]	7 2 1
5760.bc2	[0,0,0,888,-186784]	7 2 1
5760.bd1	[0,0,0,-132,144]	7 2 1
5760.bd2	[0,0,0,-102,396]	7 2 1
5760.be1	[0,0,0,-3672,-85536]	7 2 1
5760.be2	[0,0,0,-297,-486]	7 2 1
5760.bf1	[0,0,0,-299892,63211376]	7 2 1
5760.bf2	[0,0,0,-18642,998876]	7 2 1
5760.bg1	[0,0,0,-72,-224]	7 2 1
5760.bg2	[0,0,0,3,-14]	7 2 1
5760.bh1	[0,0,0,-162,756]	7 2 1
5760.bh2	[0,0,0,108,3024]	7 2 1
5760.bi1	[0,0,0,-2532,48944]	7 2 1
5760.bi2	[0,0,0,-102,1316]	7 2 1
5760.bj1	[0,0,0,-597,-5614]	7 2 1
5760.bj2	[0,0,0,-552,-6496]	7 2 1
5760.bk1	[0,0,0,-2532,-48944]	7 2 1
5760.bk2	[0,0,0,-102,-1316]	7 2 1
5760.bl1	[0,0,0,-597,5614]	7 2 1
5760.bl2	[0,0,0,-552,6496]	7 2 1
5760.bm1	[0,0,0,-72,224]	7 2 1
5760.bm2	[0,0,0,3,14]	7 2 1
5760.bn1	[0,0,0,-162,-756]	7 2 1
5760.bn2	[0,0,0,108,-3024]	7 2 1
5760.bo1	[0,0,0,-299892,-63211376]	7 2 1
5760.bo2	[0,0,0,-18642,-998876]	7 2 1
5760.bp1	[0,0,0,-132,-144]	7 2 1
5760.bp2	[0,0,0,-102,-396]	7 2 1
5760.bq1	[0,0,0,-3672,85536]	7 2 1
5760.bq2	[0,0,0,-297,486]	7 2 1
5760.br1	[0,0,0,-372,1424]	7 2 1
5760.br2	[0,0,0,78,164]	7 2 1
5760.bs1	[0,0,0,-2757,54106]	7 2 1
5760.bs2	[0,0,0,888,186784]	7 2 1
5760.bt1	[0,0,0,-117,486]	7 2 1
5760.bt2	[0,0,0,-72,864]	7 2 1
5760.bu1	[0,0,0,-57,-106]	7 2 1
5760.bu2	[0,0,0,168,-736]	7 2 1
5760.bv1	[0,0,0,-5457,152494]	7 2 1
5760.bv2	[0,0,0,168,451744]	7 2 1
6075.a1	[0,0,1,-45,116]	0 5 2
6075.b1	[0,0,1,-30375,2037656]	0 5 2
6075.c1	[0,0,1,6075,53156]	0 5 2
6075.d1	[0,0,1,-135,-604]	0 5 2
6075.e1	[0,0,1,-10125,-392344]	0 5 2
6075.f1	[1,-1,1,-380,2872]	0 5 2
6075.g1	[1,-1,1,-1055,-14678]	0 5 2
6075.h1	[1,-1,1,-380,-12878]	0 5 2
6075.i1	[1,-1,1,25,82]	0 5 2
6075.j1	[1,-1,1,70,-428]	0 5 2
6075.k1	[1,-1,1,-380,3322]	0 5 2
6075.l1	[1,-1,1,-10505,392122]	0 5 2
6075.m1	[0,0,1,0,-7594]	0 5 2
6075.m2	[0,0,1,0,281]	0 5 2
6075.n1	[0,0,1,0,-2344]	0 5 2
6075.n2	[0,0,1,0,63281]	0 5 2
6075.o1	[0,0,1,0,-37969]	0 5 2
6075.o2	[0,0,1,0,1406]	0 5 2
6075.p1	[0,0,1,0,-469]	0 5 2
6075.p2	[0,0,1,0,12656]	0 5 2
6075.q1	[0,0,1,0,-1519]	0 5 2
6075.q2	[0,0,1,0,56]	0 5 2
6075.r1	[0,0,1,-6300,-192469]	0 5 2
6075.r2	[0,0,1,-4050,-331594]	0 5 2
6075.s1	[0,0,1,0,-189844]	0 5 2
6075.s2	[0,0,1,0,7031]	0 5 2
6075.t1	[0,0,1,0,-4]	0 5 2
6075.t2	[0,0,1,0,101]	0 5 2
6075.u1	[0,0,1,-56700,5196656]	0 5 2
6075.u2	[0,0,1,-450,12281]	0 5 2
6075.v1	[0,0,1,0,-304]	0 5 2
6075.v2	[0,0,1,0,11]	0 5 2
6075.w1	[0,0,1,0,-94]	0 5 2
6075.w2	[0,0,1,0,2531]	0 5 2
6075.x1	[0,0,1,0,-19]	0 5 2
6075.x2	[0,0,1,0,506]	0 5 2
6075.y1	[1,-1,0,-9492,405791]	0 5 2
6075.z1	[1,-1,0,-42,491]	0 5 2
6075.ba1	[1,-1,0,-3417,-74134]	0 5 2
6075.bb1	[1,-1,0,633,10916]	0 5 2
6075.bc1	[1,-1,0,3,-4]	0 5 2
6075.bd1	[1,-1,0,-1167,-14134]	0 5 2
6075.be1	[1,-1,0,-42,-109]	0 5 2
6075.bf1	[0,0,1,-405,-3139]	0 5 2
6075.bg1	[0,0,1,675,-1969]	0 5 2
6075.bh1	[0,0,1,-1215,16301]	0 5 2
6075.bi1	[0,0,1,-3375,-75469]	0 5 2
6075.bj1	[0,0,1,-1125,14531]	0 5 2
6400.a1	[0,1,0,-333,1963]	8 0 2
6400.a2	[0,1,0,-83,-287]	8 0 2
6400.b1	[0,-1,0,-3,7]	8 0 2
6400.c1	[0,-1,0,-83,-713]	8 0 2
6400.d1	[0,-1,0,-1583,24787]	8 0 2
6400.d2	[0,-1,0,17,-13]	8 0 2
6400.e1	[0,-1,0,-63,-173]	8 0 2
6400.e2	[0,-1,0,417,787]	8 0 2
6400.f1	[0,-1,0,-6333,-191963]	8 0 2
6400.f2	[0,-1,0,67,37]	8 0 2
6400.g1	[0,-1,0,-253,1637]	8 0 2
6400.g2	[0,-1,0,1667,-7963]	8 0 2
6400.h1	[0,-1,0,-13,-43]	8 0 2
6400.i1	[0,-1,0,-333,6037]	8 0 2
6400.j1	[0,0,0,-1000,0]	8 0 2
6400.j2	[0,0,0,250,0]	8 0 2
6400.k1	[0,0,0,-10,0]	8 0 2
6400.k2	[0,0,0,40,0]	8 0 2
6400.l1	[0,0,0,-200,0]	8 0 2
6400.l2	[0,0,0,50,0]	8 0 2
6400.m1	[0,0,0,-50,0]	8 0 2
6400.m2	[0,0,0,200,0]	8 0 2
6400.n1	[0,0,0,-250,0]	8 0 2
6400.n2	[0,0,0,1000,0]	8 0 2
6400.o1	[0,0,0,-40,0]	8 0 2
6400.o2	[0,0,0,10,0]	8 0 2
6400.p1	[0,1,0,-333,-6037]	8 0 2
6400.q1	[0,1,0,-13,43]	8 0 2
6400.r1	[0,1,0,-253,-1637]	8 0 2
6400.r2	[0,1,0,1667,7963]	8 0 2
6400.s1	[0,1,0,-6333,191963]	8 0 2
6400.s2	[0,1,0,67,-37]	8 0 2
6400.t1	[0,1,0,-63,173]	8 0 2
6400.t2	[0,1,0,417,-787]	8 0 2
6400.u1	[0,1,0,-1583,-24787]	8 0 2
6400.u2	[0,1,0,17,13]	8 0 2
6400.v1	[0,1,0,-83,713]	8 0 2
6400.w1	[0,1,0,-3,-7]	8 0 2
6400.x1	[0,-1,0,-333,-1963]	8 0 2
6400.x2	[0,-1,0,-83,287]	8 0 2
6480.a1	[0,0,0,-70203,-7159702]	4 4 1
6480.a2	[0,0,0,-16443,-17764758]	4 4 1
6480.b1	[0,0,0,-8208,-116532]	4 4 1
6480.b2	[0,0,0,-6768,-214308]	4 4 1
6480.c1	[0,0,0,-1728,26352]	4 4 1
6480.c2	[0,0,0,-288,-1872]	4 4 1
6480.d1	[0,0,0,-948,11228]	4 4 1
6480.e1	[0,0,0,-3,98]	4 4 1
6480.f1	[0,0,0,-48,112]	4 4 1
6480.g1	[0,0,0,-3483,127818]	4 4 1
6480.g2	[0,0,0,357,-2998]	4 4 1
6480.h1	[0,0,0,-63,-198]	4 4 1
6480.h2	[0,0,0,297,-702]	4 4 1
6480.i1	[0,0,0,-1323,21978]	4 4 1
6480.i2	[0,0,0,117,-198]	4 4 1
6480.j1	[0,0,0,-108,108]	4 4 1
6480.k1	[0,0,0,-3603,83602]	4 4 1
6480.k2	[0,0,0,-3,-62]	4 4 1
6480.l1	[0,0,0,-603,-10998]	4 4 1
6480.l2	[0,0,0,5157,222858]	4 4 1
6480.m1	[0,0,0,-648,972]	4 4 1
6480.m2	[0,0,0,-408,-3172]	4 4 1
6480.n1	[0,0,0,-631827,193311954]	4 4 1
6480.n2	[0,0,0,-1827,657954]	4 4 1
6480.o1	[0,0,0,-2592,50544]	4 4 1
6480.o2	[0,0,0,-192,-976]	4 4 1
6480.p1	[0,0,0,-60912,5786316]	4 4 1
6480.p2	[0,0,0,-912,4316]	4 4 1
6480.q1	[0,0,0,-27,-2646]	4 4 1
6480.r1	[0,0,0,-432,-3024]	4 4 1
6480.s1	[0,0,0,-8532,-303156]	4 4 1
6480.t1	[0,0,0,-567,5346]	4 4 1
6480.t2	[0,0,0,33,26]	4 4 1
6480.u1	[0,0,0,-147,-814]	4 4 1
6480.u2	[0,0,0,1053,5346]	4 4 1
6480.v1	[0,0,0,-387,-4734]	4 4 1
6480.v2	[0,0,0,3213,80946]	4 4 1
6480.w1	[0,0,0,-12,-4]	4 4 1
6480.x1	[0,0,0,-32427,-2257254]	4 4 1
6480.x2	[0,0,0,-27,1674]	4 4 1
6480.y1	[0,0,0,-3672,85644]	4 4 1
6480.y2	[0,0,0,-72,-36]	4 4 1
6480.z1	[0,0,0,-5427,296946]	4 4 1
6480.z2	[0,0,0,573,-8254]	4 4 1
6912.a1	[0,0,0,-54,216]	8 3 0
6912.b1	[0,0,0,-24,-64]	8 3 0
6912.c1	[0,0,0,6,16]	8 3 0
6912.d1	[0,0,0,216,-3456]	8 3 0
6912.e1	[0,0,0,6,-16]	8 3 0
