label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,5]
2700.r1	[0,0,0,-1425,21125]	2 3 2
2700.r2	[0,0,0,75,125]	2 3 2
2700.s1	[0,0,0,0,-540]	2 3 2
2700.s2	[0,0,0,0,20]	2 3 2
2700.t1	[0,0,0,-12825,-570375]	2 3 2
2700.t2	[0,0,0,675,-3375]	2 3 2
2700.u1	[0,0,0,0,-675]	2 3 2
2700.u2	[0,0,0,0,25]	2 3 2
2880.a1	[0,0,0,-3072108,2072539568]	6 2 1
2880.a2	[0,0,0,-261228,6994352]	6 2 1
2880.a3	[0,0,0,-192108,32347568]	6 2 1
2880.a4	[0,0,0,-166188,-26076112]	6 2 1
2880.a5	[0,0,0,-39468,2599472]	6 2 1
2880.a6	[0,0,0,-10668,-384208]	6 2 1
2880.a7	[0,0,0,-7788,865712]	6 2 1
2880.a8	[0,0,0,852,-29392]	6 2 1
2880.b1	[0,0,0,-7788,-264368]	6 2 1
2880.b2	[0,0,0,-4908,130768]	6 2 1
2880.b3	[0,0,0,-588,-2288]	6 2 1
2880.b4	[0,0,0,132,-272]	6 2 1
2880.c1	[0,0,0,-17868,511792]	6 2 1
2880.c2	[0,0,0,-8148,-277472]	6 2 1
2880.c3	[0,0,0,-8103,-280748]	6 2 1
2880.c4	[0,0,0,852,-857072]	6 2 1
2880.d1	[0,0,0,-228,-1312]	6 2 1
2880.d2	[0,0,0,-3,-52]	6 2 1
2880.e1	[0,0,0,-4428,-112752]	6 2 1
2880.e2	[0,0,0,-108,-3888]	6 2 1
2880.f1	[0,0,0,-1488,-22088]	6 2 1
2880.f2	[0,0,0,-1308,-27632]	6 2 1
2880.f3	[0,0,0,-48,88]	6 2 1
2880.f4	[0,0,0,132,592]	6 2 1
2880.g1	[0,0,0,-108,368]	6 2 1
2880.g2	[0,0,0,12,32]	6 2 1
2880.h1	[0,0,0,-73548,7677072]	6 2 1
2880.h2	[0,0,0,-4428,129168]	6 2 1
2880.h3	[0,0,0,-1548,-6128]	6 2 1
2880.h4	[0,0,0,372,-752]	6 2 1
2880.i1	[0,0,0,-2028,-34832]	6 2 1
2880.i2	[0,0,0,-228,448]	6 2 1
2880.i3	[0,0,0,-183,952]	6 2 1
2880.i4	[0,0,0,852,3472]	6 2 1
2880.j1	[0,0,0,-2028,34832]	6 2 1
2880.j2	[0,0,0,-228,-448]	6 2 1
2880.j3	[0,0,0,-183,-952]	6 2 1
2880.j4	[0,0,0,852,-3472]	6 2 1
2880.k1	[0,0,0,-73548,-7677072]	6 2 1
2880.k2	[0,0,0,-4428,-129168]	6 2 1
2880.k3	[0,0,0,-1548,6128]	6 2 1
2880.k4	[0,0,0,372,752]	6 2 1
2880.l1	[0,0,0,-108,-368]	6 2 1
2880.l2	[0,0,0,12,-32]	6 2 1
2880.m1	[0,0,0,-1488,22088]	6 2 1
2880.m2	[0,0,0,-1308,27632]	6 2 1
2880.m3	[0,0,0,-48,-88]	6 2 1
2880.m4	[0,0,0,132,-592]	6 2 1
2880.n1	[0,0,0,-4428,112752]	6 2 1
2880.n2	[0,0,0,-108,3888]	6 2 1
2880.o1	[0,0,0,-228,1312]	6 2 1
2880.o2	[0,0,0,-3,52]	6 2 1
2880.p1	[0,0,0,-17868,-511792]	6 2 1
2880.p2	[0,0,0,-8148,277472]	6 2 1
2880.p3	[0,0,0,-8103,280748]	6 2 1
2880.p4	[0,0,0,852,857072]	6 2 1
2880.q1	[0,0,0,-3072108,-2072539568]	6 2 1
2880.q2	[0,0,0,-261228,-6994352]	6 2 1
2880.q3	[0,0,0,-192108,-32347568]	6 2 1
2880.q4	[0,0,0,-166188,26076112]	6 2 1
2880.q5	[0,0,0,-39468,-2599472]	6 2 1
2880.q6	[0,0,0,-10668,384208]	6 2 1
2880.q7	[0,0,0,-7788,-865712]	6 2 1
2880.q8	[0,0,0,852,29392]	6 2 1
2880.r1	[0,0,0,-7788,264368]	6 2 1
2880.r2	[0,0,0,-4908,-130768]	6 2 1
2880.r3	[0,0,0,-588,2288]	6 2 1
2880.r4	[0,0,0,132,272]	6 2 1
2880.s1	[0,0,0,-17292,-875216]	6 2 1
2880.s2	[0,0,0,-2892,42064]	6 2 1
2880.s3	[0,0,0,-1092,-13376]	6 2 1
2880.s4	[0,0,0,33,-776]	6 2 1
2880.t1	[0,0,0,-3852,92016]	6 2 1
2880.t2	[0,0,0,-252,1296]	6 2 1
2880.t3	[0,0,0,-72,-216]	6 2 1
2880.t4	[0,0,0,468,7344]	6 2 1
2880.u1	[0,0,0,-13932,165456]	6 2 1
2880.u2	[0,0,0,-8172,-284336]	6 2 1
2880.u3	[0,0,0,-492,-4784]	6 2 1
2880.u4	[0,0,0,3348,20304]	6 2 1
2880.v1	[0,0,0,-972,-9936]	6 2 1
2880.v2	[0,0,0,108,-864]	6 2 1
2880.w1	[0,0,0,-492,4176]	6 2 1
2880.w2	[0,0,0,-12,144]	6 2 1
2880.x1	[0,0,0,-115212,15052016]	6 2 1
2880.x2	[0,0,0,-7212,234416]	6 2 1
2880.x3	[0,0,0,-2892,512624]	6 2 1
2880.x4	[0,0,0,-732,-1456]	6 2 1
2880.x5	[0,0,0,-552,-4984]	6 2 1
2880.x6	[0,0,0,2868,-11536]	6 2 1
2880.y1	[0,0,0,-1244172,534156784]	6 2 1
2880.y2	[0,0,0,-77772,8343664]	6 2 1
2880.y3	[0,0,0,-63372,11528944]	6 2 1
2880.y4	[0,0,0,-46092,-3808784]	6 2 1
2880.y5	[0,0,0,-5772,78064]	6 2 1
2880.y6	[0,0,0,-2892,-59024]	6 2 1
2880.y7	[0,0,0,-12,-2576]	6 2 1
2880.y8	[0,0,0,20148,586096]	6 2 1
2880.z1	[0,0,0,-5772,-168784]	6 2 1
2880.z2	[0,0,0,-1452,18704]	6 2 1
2880.z3	[0,0,0,-372,-2464]	6 2 1
2880.z4	[0,0,0,33,-196]	6 2 1
2880.ba1	[0,0,0,-5772,168784]	6 2 1
2880.ba2	[0,0,0,-1452,-18704]	6 2 1
2880.ba3	[0,0,0,-372,2464]	6 2 1
2880.ba4	[0,0,0,33,196]	6 2 1
2880.bb1	[0,0,0,-115212,-15052016]	6 2 1
2880.bb2	[0,0,0,-7212,-234416]	6 2 1
2880.bb3	[0,0,0,-2892,-512624]	6 2 1
2880.bb4	[0,0,0,-732,1456]	6 2 1
2880.bb5	[0,0,0,-552,4984]	6 2 1
2880.bb6	[0,0,0,2868,11536]	6 2 1
2880.bc1	[0,0,0,-1244172,-534156784]	6 2 1
2880.bc2	[0,0,0,-77772,-8343664]	6 2 1
2880.bc3	[0,0,0,-63372,-11528944]	6 2 1
2880.bc4	[0,0,0,-46092,3808784]	6 2 1
2880.bc5	[0,0,0,-5772,-78064]	6 2 1
2880.bc6	[0,0,0,-2892,59024]	6 2 1
2880.bc7	[0,0,0,-12,2576]	6 2 1
2880.bc8	[0,0,0,20148,-586096]	6 2 1
2880.bd1	[0,0,0,-492,-4176]	6 2 1
2880.bd2	[0,0,0,-12,-144]	6 2 1
2880.be1	[0,0,0,-972,9936]	6 2 1
2880.be2	[0,0,0,108,864]	6 2 1
2880.bf1	[0,0,0,-13932,-165456]	6 2 1
2880.bf2	[0,0,0,-8172,284336]	6 2 1
2880.bf3	[0,0,0,-492,4784]	6 2 1
2880.bf4	[0,0,0,3348,-20304]	6 2 1
2880.bg1	[0,0,0,-3852,-92016]	6 2 1
2880.bg2	[0,0,0,-252,-1296]	6 2 1
2880.bg3	[0,0,0,-72,216]	6 2 1
2880.bg4	[0,0,0,468,-7344]	6 2 1
2880.bh1	[0,0,0,-17292,875216]	6 2 1
2880.bh2	[0,0,0,-2892,-42064]	6 2 1
2880.bh3	[0,0,0,-1092,13376]	6 2 1
2880.bh4	[0,0,0,33,776]	6 2 1
3200.a1	[0,0,0,-100,400]	7 0 2
3200.b1	[0,0,0,-2500,-50000]	7 0 2
3200.c1	[0,0,0,-25,-50]	7 0 2
3200.d1	[0,0,0,-625,6250]	7 0 2
3200.e1	[0,1,0,-233,-1337]	7 0 2
3200.e2	[0,1,0,17,-87]	7 0 2
3200.f1	[0,1,0,-1658,25438]	7 0 2
3200.f2	[0,1,0,-1533,29563]	7 0 2
3200.g1	[0,1,0,-6633,-210137]	7 0 2
3200.g2	[0,1,0,-383,-3887]	7 0 2
3200.h1	[0,1,0,-58,138]	7 0 2
3200.h2	[0,1,0,67,763]	7 0 2
3200.i1	[0,-1,0,42,-338]	7 0 2
3200.j1	[0,-1,0,167,2537]	7 0 2
3200.k1	[0,-1,0,7,-23]	7 0 2
3200.l1	[0,-1,0,2,2]	7 0 2
3200.m1	[0,0,0,-325,-2250]	7 0 2
3200.m2	[0,0,0,-200,-4000]	7 0 2
3200.n1	[0,0,0,-1300,-18000]	7 0 2
3200.n2	[0,0,0,-50,-500]	7 0 2
3200.o1	[0,0,0,-1300,18000]	7 0 2
3200.o2	[0,0,0,-50,500]	7 0 2
3200.p1	[0,0,0,-325,2250]	7 0 2
3200.p2	[0,0,0,-200,4000]	7 0 2
3200.q1	[0,1,0,7,23]	7 0 2
3200.r1	[0,1,0,2,-2]	7 0 2
3200.s1	[0,1,0,42,338]	7 0 2
3200.t1	[0,1,0,167,-2537]	7 0 2
3200.u1	[0,-1,0,-58,-138]	7 0 2
3200.u2	[0,-1,0,67,-763]	7 0 2
3200.v1	[0,-1,0,-1658,-25438]	7 0 2
3200.v2	[0,-1,0,-1533,-29563]	7 0 2
3200.w1	[0,-1,0,-6633,210137]	7 0 2
3200.w2	[0,-1,0,-383,3887]	7 0 2
3200.x1	[0,-1,0,-233,1337]	7 0 2
3200.x2	[0,-1,0,17,87]	7 0 2
3200.y1	[0,0,0,-625,-6250]	7 0 2
3200.z1	[0,0,0,-25,50]	7 0 2
3200.ba1	[0,0,0,-2500,50000]	7 0 2
3200.bb1	[0,0,0,-100,-400]	7 0 2
3240.a1	[0,0,0,-108,-108]	3 4 1
3240.b1	[0,0,0,-3,-98]	3 4 1
3240.c1	[0,0,0,-948,-11228]	3 4 1
3240.d1	[0,0,0,-12,4]	3 4 1
3240.e1	[0,0,0,-8532,303156]	3 4 1
3240.f1	[0,0,0,-27,2646]	3 4 1
3456.a1	[0,0,0,-84,304]	7 3 0
3456.b1	[0,0,0,-189,-1026]	7 3 0
3456.c1	[0,0,0,-84,-304]	7 3 0
3456.d1	[0,0,0,-189,1026]	7 3 0
3456.e1	[0,0,0,12,16]	7 3 0
3456.f1	[0,0,0,27,-54]	7 3 0
3456.g1	[0,0,0,12,-16]	7 3 0
3456.h1	[0,0,0,27,54]	7 3 0
3456.i1	[0,0,0,108,-432]	7 3 0
3456.j1	[0,0,0,3,2]	7 3 0
3456.k1	[0,0,0,108,432]	7 3 0
3456.l1	[0,0,0,3,-2]	7 3 0
3456.m1	[0,0,0,-756,-8208]	7 3 0
3456.n1	[0,0,0,-21,38]	7 3 0
3456.o1	[0,0,0,-756,8208]	7 3 0
3456.p1	[0,0,0,-21,-38]	7 3 0
3600.a1	[0,0,0,-52500,5537500]	4 2 2
3600.b1	[0,0,0,0,-10000]	4 2 2
3600.b2	[0,0,0,0,270000]	4 2 2
3600.c1	[0,0,0,-7875,-268750]	4 2 2
3600.c2	[0,0,0,-375,-6250]	4 2 2
3600.d1	[0,0,0,-3000,59375]	4 2 2
3600.d2	[0,0,0,2625,256250]	4 2 2
3600.e1	[0,0,0,-3375,74250]	4 2 2
3600.e2	[0,0,0,-375,-2750]	4 2 2
3600.e3	[0,0,0,0,-125]	4 2 2
3600.e4	[0,0,0,0,3375]	4 2 2
3600.f1	[0,0,0,-19200675,-32383430750]	4 2 2
3600.f2	[0,0,0,-1632675,-109286750]	4 2 2
3600.f3	[0,0,0,-1200675,-505430750]	4 2 2
3600.f4	[0,0,0,-1038675,407439250]	4 2 2
3600.f5	[0,0,0,-246675,-40616750]	4 2 2
3600.f6	[0,0,0,-66675,6003250]	4 2 2
3600.f7	[0,0,0,-48675,-13526750]	4 2 2
3600.f8	[0,0,0,5325,459250]	4 2 2
3600.g1	[0,0,0,-70875,7256250]	4 2 2
3600.g2	[0,0,0,-3375,168750]	4 2 2
3600.h1	[0,0,0,-24075,-1437750]	4 2 2
3600.h2	[0,0,0,-1575,-20250]	4 2 2
3600.h3	[0,0,0,-450,3375]	4 2 2
3600.h4	[0,0,0,2925,-114750]	4 2 2
3600.i1	[0,0,0,1500,-2500]	4 2 2
3600.j1	[0,0,0,-30000,-2050000]	4 2 2
3600.j2	[0,0,0,240,6320]	4 2 2
3600.k1	[0,0,0,-6375,193750]	4 2 2
3600.k2	[0,0,0,-750,-3125]	4 2 2
3600.l1	[0,0,0,-18075,-935350]	4 2 2
3600.l2	[0,0,0,-10875,526250]	4 2 2
3600.l3	[0,0,0,-75,-2950]	4 2 2
3600.l4	[0,0,0,79125,-3883750]	4 2 2
3600.m1	[0,0,0,1125,-33750]	4 2 2
3600.n1	[0,0,0,-1515,-14150]	4 2 2
3600.n2	[0,0,0,285,-1550]	4 2 2
3600.o1	[0,0,0,-2980875,1974456250]	4 2 2
3600.o2	[0,0,0,-190875,-32093750]	4 2 2
3600.o3	[0,0,0,-100875,59256250]	4 2 2
3600.o4	[0,0,0,-10875,-593750]	4 2 2
3600.p1	[0,0,0,-540,4860]	4 2 2
3600.q1	[0,0,0,0,-12500]	4 2 2
3600.q2	[0,0,0,0,337500]	4 2 2
3600.r1	[0,0,0,-60,-180]	4 2 2
3600.s1	[0,0,0,-10920,-439220]	4 2 2
3600.s2	[0,0,0,-120,-740]	4 2 2
3600.t1	[0,0,0,-720075,-235187750]	4 2 2
3600.t2	[0,0,0,-45075,-3662750]	4 2 2
3600.t3	[0,0,0,-18075,-8009750]	4 2 2
3600.t4	[0,0,0,-4575,22750]	4 2 2
3600.t5	[0,0,0,-3450,77875]	4 2 2
3600.t6	[0,0,0,17925,180250]	4 2 2
3600.u1	[0,0,0,-7776075,-8346199750]	4 2 2
3600.u2	[0,0,0,-486075,-130369750]	4 2 2
3600.u3	[0,0,0,-396075,-180139750]	4 2 2
3600.u4	[0,0,0,-288075,59512250]	4 2 2
3600.u5	[0,0,0,-36075,-1219750]	4 2 2
3600.u6	[0,0,0,-18075,922250]	4 2 2
3600.u7	[0,0,0,-75,40250]	4 2 2
3600.u8	[0,0,0,125925,-9157750]	4 2 2
3600.v1	[0,0,0,-86475,-9787750]	4 2 2
3600.v2	[0,0,0,-14475,670250]	4 2 2
3600.v3	[0,0,0,-5475,-148750]	4 2 2
3600.v4	[0,0,0,-975,8750]	4 2 2
3600.v5	[0,0,0,150,875]	4 2 2
3600.v6	[0,0,0,3525,-589750]	4 2 2
3600.w1	[0,0,0,-13500,607500]	4 2 2
3600.x1	[0,0,0,0,-100]	4 2 2
3600.x2	[0,0,0,0,2700]	4 2 2
3600.y1	[0,0,0,-1500,-22500]	4 2 2
3600.z1	[0,0,0,-273000,-54902500]	4 2 2
3600.z2	[0,0,0,-3000,-92500]	4 2 2
3600.ba1	[0,0,0,-459675,119954250]	4 2 2
3600.ba2	[0,0,0,-27675,2018250]	4 2 2
3600.ba3	[0,0,0,-9675,-95750]	4 2 2
3600.ba4	[0,0,0,2325,-11750]	4 2 2
3600.bb1	[0,0,0,-255,1550]	4 2 2
3600.bb2	[0,0,0,-30,-25]	4 2 2
3600.bc1	[0,0,0,-451875,-116918750]	4 2 2
3600.bc2	[0,0,0,-1875,-368750]	4 2 2
3600.bc3	[0,0,0,-435,4210]	4 2 2
3600.bc4	[0,0,0,3165,-31070]	4 2 2
3600.bd1	[0,0,0,-3075,65250]	4 2 2
3600.bd2	[0,0,0,-75,2250]	4 2 2
3600.be1	[0,0,0,-9300,-345125]	4 2 2
3600.be2	[0,0,0,-8175,-431750]	4 2 2
3600.be3	[0,0,0,-300,1375]	4 2 2
3600.be4	[0,0,0,825,9250]	4 2 2
3600.bf1	[0,0,0,45,-270]	4 2 2
3600.bg1	[0,0,0,-119235,15795650]	4 2 2
3600.bg2	[0,0,0,-7635,-256750]	4 2 2
3600.bg3	[0,0,0,-4035,474050]	4 2 2
3600.bg4	[0,0,0,-435,-4750]	4 2 2
3600.bh1	[0,0,0,-27675,-1761750]	4 2 2
3600.bh2	[0,0,0,-675,-60750]	4 2 2
3600.bi1	[0,0,0,-37875,-1768750]	4 2 2
3600.bi2	[0,0,0,7125,-193750]	4 2 2
3600.bj1	[0,0,0,-87075,2585250]	4 2 2
3600.bj2	[0,0,0,-51075,-4442750]	4 2 2
3600.bj3	[0,0,0,-3075,-74750]	4 2 2
3600.bj4	[0,0,0,20925,317250]	4 2 2
3600.bk1	[0,0,0,-1200,-16400]	4 2 2
3600.bk2	[0,0,0,6000,790000]	4 2 2
3600.bl1	[0,0,0,60,-20]	4 2 2
3600.bm1	[0,0,0,-120,475]	4 2 2
3600.bm2	[0,0,0,105,2050]	4 2 2
3600.bn1	[0,0,0,-315,-2150]	4 2 2
3600.bn2	[0,0,0,-15,-50]	4 2 2
3600.bo1	[0,0,0,-48675,-4130750]	4 2 2
3600.bo2	[0,0,0,-30675,2043250]	4 2 2
3600.bo3	[0,0,0,-3675,-35750]	4 2 2
3600.bo4	[0,0,0,825,-4250]	4 2 2
3600.bp1	[0,0,0,-2835,58050]	4 2 2
3600.bp2	[0,0,0,-135,1350]	4 2 2
3600.bq1	[0,0,0,-2100,44300]	4 2 2
3600.br1	[0,0,0,0,-80]	4 2 2
3600.br2	[0,0,0,0,2160]	4 2 2
3840.a1	[0,-1,0,-11,-9]	8 1 1
3840.a2	[0,-1,0,19,-75]	8 1 1
3840.b1	[0,-1,0,-23661,1407861]	8 1 1
3840.b2	[0,-1,0,-1791,12555]	8 1 1
3840.c1	[0,-1,0,-61,-155]	8 1 1
3840.c2	[0,-1,0,-11,15]	8 1 1
3840.d1	[0,-1,0,-221,645]	8 1 1
3840.d2	[0,-1,0,49,51]	8 1 1
3840.e1	[0,-1,0,-1261,17461]	8 1 1
3840.e2	[0,-1,0,-11,711]	8 1 1
3840.f1	[0,-1,0,-1341,-18459]	8 1 1
3840.f2	[0,-1,0,-91,-209]	8 1 1
3840.g1	[0,-1,0,-301,2101]	8 1 1
3840.g2	[0,-1,0,-31,-5]	8 1 1
3840.h1	[0,-1,0,-365,2037]	8 1 1
3840.h2	[0,-1,0,-335,2475]	8 1 1
3840.i1	[0,-1,0,-125,165]	8 1 1
3840.i2	[0,-1,0,-75,-225]	8 1 1
3840.j1	[0,-1,0,-315,-2025]	8 1 1
3840.j2	[0,-1,0,-45,-5643]	8 1 1
3840.k1	[0,-1,0,-7165,-93275]	8 1 1
3840.k2	[0,-1,0,-5915,-173025]	8 1 1
3840.l1	[0,-1,0,-45,-75]	8 1 1
3840.l2	[0,-1,0,-15,27]	8 1 1
3840.m1	[0,-1,0,-55,-53]	8 1 1
3840.m2	[0,-1,0,195,-603]	8 1 1
3840.n1	[0,-1,0,-45,117]	8 1 1
3840.n2	[0,-1,0,5,7]	8 1 1
3840.o1	[0,1,0,-301,-2101]	8 1 1
3840.o2	[0,1,0,-31,5]	8 1 1
3840.p1	[0,1,0,-1341,18459]	8 1 1
3840.p2	[0,1,0,-91,209]	8 1 1
3840.q1	[0,1,0,-1261,-17461]	8 1 1
3840.q2	[0,1,0,-11,-711]	8 1 1
3840.r1	[0,1,0,-221,-645]	8 1 1
3840.r2	[0,1,0,49,-51]	8 1 1
3840.s1	[0,1,0,-23661,-1407861]	8 1 1
3840.s2	[0,1,0,-1791,-12555]	8 1 1
3840.t1	[0,1,0,-61,155]	8 1 1
3840.t2	[0,1,0,-11,-15]	8 1 1
3840.u1	[0,1,0,-11,9]	8 1 1
3840.u2	[0,1,0,19,75]	8 1 1
3840.v1	[0,1,0,-45,-117]	8 1 1
3840.v2	[0,1,0,5,-7]	8 1 1
3840.w1	[0,1,0,-55,53]	8 1 1
3840.w2	[0,1,0,195,603]	8 1 1
3840.x1	[0,1,0,-7165,93275]	8 1 1
3840.x2	[0,1,0,-5915,173025]	8 1 1
3840.y1	[0,1,0,-45,75]	8 1 1
3840.y2	[0,1,0,-15,-27]	8 1 1
3840.z1	[0,1,0,-315,2025]	8 1 1
3840.z2	[0,1,0,-45,5643]	8 1 1
3840.ba1	[0,1,0,-125,-165]	8 1 1
3840.ba2	[0,1,0,-75,225]	8 1 1
3840.bb1	[0,1,0,-365,-2037]	8 1 1
3840.bb2	[0,1,0,-335,-2475]	8 1 1
3888.a1	[0,0,0,-27,90]	4 5 0
3888.b1	[0,0,0,-1539,-23166]	4 5 0
3888.b2	[0,0,0,-99,354]	4 5 0
3888.c1	[0,0,0,-17739,909306]	4 5 0
3888.c2	[0,0,0,-459,-1926]	4 5 0
3888.d1	[0,0,0,9,6]	4 5 0
3888.e1	[0,0,0,-36,-84]	4 5 0
3888.f1	[0,0,0,-486,4131]	4 5 0
3888.g1	[0,0,0,-243,-1134]	4 5 0
3888.h1	[0,0,0,0,-144]	4 5 0
3888.h2	[0,0,0,0,3888]	4 5 0
3888.i1	[0,0,0,0,-81]	4 5 0
3888.i2	[0,0,0,0,3]	4 5 0
3888.j1	[0,0,0,-315,2154]	4 5 0
3888.j2	[0,0,0,405,9882]	4 5 0
3888.k1	[0,0,0,0,-9]	4 5 0
3888.k2	[0,0,0,0,243]	4 5 0
3888.l1	[0,0,0,0,-324]	4 5 0
3888.l2	[0,0,0,0,12]	4 5 0
3888.m1	[0,0,0,-2835,-58158]	4 5 0
3888.m2	[0,0,0,45,-366]	4 5 0
3888.n1	[0,0,0,0,-1296]	4 5 0
3888.n2	[0,0,0,0,48]	4 5 0
3888.o1	[0,0,0,0,-36]	4 5 0
3888.o2	[0,0,0,0,972]	4 5 0
3888.p1	[0,0,0,-27,42]	4 5 0
3888.q1	[0,0,0,81,-162]	4 5 0
3888.r1	[0,0,0,-324,2268]	4 5 0
3888.s1	[0,0,0,-54,-153]	4 5 0
3888.t1	[0,0,0,-891,-9558]	4 5 0
3888.t2	[0,0,0,-171,858]	4 5 0
3888.u1	[0,0,0,-4131,52002]	4 5 0
3888.u2	[0,0,0,-1971,-33678]	4 5 0
3888.v1	[0,0,0,-243,-2430]	4 5 0
4050.a1	[1,-1,0,-109692,14011216]	1 4 2
4050.a2	[1,-1,0,-25692,34703216]	1 4 2
4050.b1	[1,-1,0,-1242,17166]	1 4 2
4050.b2	[1,-1,0,633,61541]	1 4 2
4050.c1	[1,-1,0,-242367,-45865459]	1 4 2
4050.c2	[1,-1,0,-2367,-89459]	1 4 2
4050.c3	[1,-1,0,-117,541]	1 4 2
4050.c4	[1,-1,0,633,791]	1 4 2
4050.d1	[1,-1,0,-582,-5284]	1 4 2
4050.d2	[1,-1,0,18,-44]	1 4 2
4050.e1	[1,-1,0,-6117,763541]	1 4 2
4050.f1	[1,-1,0,-1392,2816]	1 4 2
4050.f2	[1,-1,0,-1017,12741]	1 4 2
4050.g1	[1,-1,0,-47022,-4056364]	1 4 2
4050.g2	[1,-1,0,-447,3761]	1 4 2
4050.h1	[1,-1,0,-6117,-181459]	1 4 2
4050.h2	[1,-1,0,-492,4166]	1 4 2
4050.i1	[1,-1,0,-177,-829]	1 4 2
4050.i2	[1,-1,0,-27,61]	1 4 2
4050.j1	[1,-1,0,-130617,18866541]	1 4 2
4050.j2	[1,-1,0,-1242,-16584]	1 4 2
4050.k1	[1,-1,0,-2067,-42409]	1 4 2
4050.k2	[1,-1,0,183,341]	1 4 2
4050.l1	[1,-1,0,-228867,-42085459]	1 4 2
4050.l2	[1,-1,0,-3867,-10459]	1 4 2
4050.m1	[1,-1,0,-27,-219]	1 4 2
4050.n1	[1,-1,0,-5442,-248284]	1 4 2
4050.n2	[1,-1,0,558,5716]	1 4 2
4050.o1	[1,-1,0,-1617,25541]	1 4 2
4050.o2	[1,-1,0,4008,132416]	1 4 2
4050.p1	[1,-1,0,-447,-3529]	1 4 2
4050.p2	[1,-1,0,3,-19]	1 4 2
4050.q1	[1,-1,0,-942,21716]	1 4 2
4050.q2	[1,-1,0,8058,-437284]	1 4 2
4050.r1	[1,-1,0,-1392,-21484]	1 4 2
4050.r2	[1,-1,0,108,16]	1 4 2
4050.s1	[1,-1,1,-987230,-377315603]	1 4 2
4050.s2	[1,-1,1,-2855,-1284353]	1 4 2
4050.t1	[1,-1,1,-11180,-452303]	1 4 2
4050.t2	[1,-1,1,70,-2303]	1 4 2
4050.u1	[1,-1,1,-65,217]	1 4 2
4050.u2	[1,-1,1,160,1027]	1 4 2
4050.v1	[1,-1,1,-26930,1707697]	1 4 2
4050.v2	[1,-1,1,-21305,2436697]	1 4 2
4050.v3	[1,-1,1,-1055,-13553]	1 4 2
4050.v4	[1,-1,1,70,-53]	1 4 2
4050.w1	[1,-1,1,-4430,-108053]	1 4 2
4050.w2	[1,-1,1,-680,6947]	1 4 2
4050.x1	[1,-1,1,-5225,151977]	1 4 2
4050.x2	[1,-1,1,-50,-123]	1 4 2
4050.y1	[1,-1,1,-9155,-334853]	1 4 2
4050.y2	[1,-1,1,-155,-53]	1 4 2
4050.z1	[1,-1,1,-680,-28053]	1 4 2
4050.ba1	[1,-1,1,-605,9397]	1 4 2
4050.ba2	[1,-1,1,5020,-159353]	1 4 2
4050.bb1	[1,-1,1,-245,6157]	1 4 2
4050.bc1	[1,-1,1,-230,1647]	1 4 2
4050.bc2	[1,-1,1,1645,-10853]	1 4 2
4050.bd1	[1,-1,1,-34805,317197]	1 4 2
4050.bd2	[1,-1,1,-25430,1567197]	1 4 2
4050.be1	[1,-1,1,-1175555,-508221053]	1 4 2
4050.be2	[1,-1,1,-11180,458947]	1 4 2
4050.bf1	[1,-1,1,-245,-1403]	1 4 2
4050.bf2	[1,-1,1,-20,37]	1 4 2
4050.bg1	[1,-1,1,-14555,-675053]	1 4 2
4050.bg2	[1,-1,1,445,-5053]	1 4 2
4050.bh1	[1,-1,1,-155,847]	1 4 2
4050.bh2	[1,-1,1,970,-1403]	1 4 2
4050.bi1	[1,-1,1,-8480,-577853]	1 4 2
4050.bi2	[1,-1,1,895,15897]	1 4 2
4050.bj1	[1,-1,1,-50,147]	1 4 2
4050.bj2	[1,-1,1,25,487]	1 4 2
4320.a1	[0,0,0,-231768,-42954192]	5 3 1
4320.b1	[0,0,0,-3,-38]	5 3 1
4320.c1	[0,0,0,-648,-12528]	5 3 1
4320.d1	[0,0,0,-648,12528]	5 3 1
4320.e1	[0,0,0,-3,38]	5 3 1
4320.f1	[0,0,0,-231768,42954192]	5 3 1
4320.g1	[0,0,0,-25752,1590896]	5 3 1
4320.h1	[0,0,0,-27,1026]	5 3 1
4320.i1	[0,0,0,-72,464]	5 3 1
4320.j1	[0,0,0,-72,-464]	5 3 1
4320.k1	[0,0,0,-27,-1026]	5 3 1
4320.l1	[0,0,0,-25752,-1590896]	5 3 1
4800.a1	[0,-1,0,-23333,-1632963]	6 1 2
4800.b1	[0,-1,0,-933,13437]	6 1 2
4800.c1	[0,-1,0,-2153,39177]	6 1 2
4800.c2	[0,-1,0,-128,702]	6 1 2
4800.d1	[0,-1,0,-8533633,9597935137]	6 1 2
4800.d2	[0,-1,0,-725633,32623137]	6 1 2
4800.d3	[0,-1,0,-533633,149935137]	6 1 2
4800.d4	[0,-1,0,-461633,-120568863]	6 1 2
4800.d5	[0,-1,0,-109633,12071137]	6 1 2
4800.d6	[0,-1,0,-29633,-1768863]	6 1 2
4800.d7	[0,-1,0,-21633,4015137]	6 1 2
4800.d8	[0,-1,0,2367,-136863]	6 1 2
4800.e1	[0,-1,0,-53833,-4789463]	6 1 2
4800.e2	[0,-1,0,-3208,-81338]	6 1 2
4800.f1	[0,-1,0,-3233,-69663]	6 1 2
4800.f2	[0,-1,0,-233,-663]	6 1 2
4800.f3	[0,-1,0,-108,462]	6 1 2
