19
0 0 1 0 1 0 1 0 0 0
0 1 1 -1 1 0 -1 0 0 0
1 0 0 0 1 1 -1 1 0 -1
1 0 0 0 1 0 -16 0 22 0
1 0 1 0 1 0 0 0 1 0
1 0 0 -1 0 0 -1 0 0 0
1 0 0 -1 0 0 -3 1 0 1
0 0 -1 0 1 0 0 0 0 0
0 0 1 0 1 0 20 0 -32 0
0 0 -1 0 1 0 -2 0 2 0
1 0 0 0 1 0 -7 0 5 0
1 1 1 0 0 0 -2 5 -13 -3
0 1 -1 -1 1 0 0 0 0 0
0 1 0 0 0 1 3 -1 1 0
1 0 0 0 1 0 -1 0 0 0
1 1 1 0 0 0 -1 0 -1 1
0 0 0 1 1 0 -2 1 -1 0
1 0 1 -1 0 0 -1 0 1 0
1 1 0 0 0 1 5 -1 0 0
1 0 1 0 1 0 0 0 0 0
0 0 -1 -1 1 1 -6 1 8 1
0 0 0 0 0 0 1 0 -2 4
0 0 0 0 0 0 1 0 2 -4
0 1 1 1 1 0 -2 1 -2 1
1 0 1 1 1 0 -2 1 -1 0
1 0 1 -1 1 0 -5 2 2 -1
1 0 1 -1 1 1 -30 -7 32 28
1 0 -1 0 1 0 -1 0 0 0
0 0 -1 0 0 0 -21 0 -31 0
0 1 -1 -1 1 1 0 0 0 0
0 1 0 0 1 0 0 0 0 0
0 1 0 -1 0 1 3 1 1 -1
0 0 -1 1 0 0 -1 0 0 0
0 0 0 -1 0 0 32 -8 32 16
1 1 0 1 1 0 16 6 21 -8
0 0 -1 1 1 1 -1 0 0 -1
0 0 1 -1 0 0 -4 -3 -7 4
1 1 0 0 1 0 -1 0 -1 0
0 1 1 -1 1 1 5 0 4 -3
0 0 0 1 0 1 500 29 1804 -1883
0 1 1 1 0 1 2 0 0 1
0 0 1 0 0 0 -1 0 0 0
0 1 0 -1 0 1 1 -1 2 0
1 1 1 -1 1 1 0 -2 0 -1
1 1 0 0 1 1 1 1 2 1
0 1 -1 1 0 1 2 -2 3 0
1 1 0 1 0 1 -2 -1 2 -1
1 0 0 0 0 0 1 0 0 0
1 1 0 1 0 1 0 0 -6 2
1 0 0 0 0 1 1 0 2 0
0 0 0 -1 1 0 -5 1 1 1
1 1 0 -1 1 0 -1 0 0 0
1 0 1 0 1 0 1 1 2 0
1 1 1 0 1 1 1 -1 -3 -2
0 1 -1 0 1 0 2 0 -2 -1
0 0 0 0 0 0 0 0 0 0
