7
0 1 -1 -1 0 0 1 0 0 0
0 1 -1 -1 0 0 11 -15 26 -7
1 0 0 0 1 0 -1 0 0 0
1 0 0 0 1 0 -11 0 12 0
1 0 1 -1 0 1 1 -1 1 -1
1 0 0 1 1 1 0 0 0 0
1 0 0 0 1 0 4 0 -6 0
1 0 0 0 1 0 -36 0 -70 0
1 0 1 -1 0 1 6 9 -20 4
1 0 0 1 1 1 15 -10 -16 -5
1 0 0 0 1 0 -171 0 -874 0
1 0 0 0 1 0 -2731 0 -55146 0
1 0 1 -1 0 1 -9 -31 -183 29
1 0 0 1 1 1 -40 30 -154 -30
1 0 1 -1 0 0 1 0 1 0
1 0 1 0 0 1 2 -2 2 -1
1 0 1 -1 0 0 36 55 446 -87
1 0 1 0 0 1 22 -22 78 -21
1 0 0 1 1 0 2 1 -2 3
1 0 1 0 0 1 -23 13 19 -28
1 0 1 0 0 1 37 3 219 -136
1 0 0 1 1 0 -3 -14 -14 19
1 0 0 -1 0 1 -2 0 1 0
1 0 -1 1 1 1 -1 0 0 -1
1 0 1 1 1 1 -4 1 -4 -1
1 0 -1 1 1 1 4 5 10 -3
1 0 -1 1 1 1 79 90 858 -241
1 0 -1 1 1 1 9 0 22 7
1 0 -1 0 0 0 -2 0 -1 0
1 0 -1 0 0 0 -37 0 -78 0
1 0 1 -1 1 1 -1 1 0 -1
1 0 0 0 0 0 1 0 0 0
1 0 0 1 0 1 1 -2 0 0
1 0 0 0 0 0 -4 0 -1 0
1 0 0 0 0 0 -49 0 -136 0
1 0 0 0 0 0 -39 0 90 0
1 0 0 0 0 0 -784 0 -8515 0
1 0 0 0 0 0 -34 0 -217 0
1 1 -1 1 0 1 -2 0 0 -2
1 1 -1 1 0 1 13 -5 -1 -4
1 1 -1 1 0 1 -112 0 -352 -2
1 0 -1 -1 0 0 -1 1 0 0
1 0 0 -1 1 0 -1 -2 -3 2
1 0 1 1 0 0 2 1 1 0
1 0 -1 -1 0 0 4 -4 -11 3
1 1 0 0 1 1 0 -1 1 -1
1 1 0 -1 1 1 5 -3 1 1
1 1 0 0 1 1 -15 4 19 -15
1 1 -1 1 0 0 1 0 0 0
1 1 0 -1 1 1 -1 -1 0 0
1 1 -1 0 0 0 -3 2 -1 1
1 1 0 -1 1 1 14 -6 2 -22
1 1 -1 0 0 0 -28 -3 72 2
0 1 -1 1 0 0 1 0 0 0
0 1 0 1 0 1 0 -1 1 -1
0 1 -1 0 0 1 6 -3 -4 0
0 1 0 1 0 1 10 -6 -7 -1
0 1 0 1 0 1 160 -91 -611 -175
0 1 0 1 0 1 20 -1 -35 33
0 0 -1 0 1 0 0 0 0 0
0 0 -1 0 1 0 -10 0 -20 0
0 0 -1 0 1 0 -7820 0 -263580 0
0 0 1 -1 0 0 -2 1 0 0
0 0 1 -1 0 0 -22 21 16 -40
0 0 0 1 0 0 -2 -2 1 1
0 0 0 -1 0 0 -1 -1 0 0
0 0 0 -1 0 0 -1 -21 24 -40
0 0 -1 1 0 0 -4 2 -2 1
1 1 0 1 1 0 -2 0 0 0
0 0 -1 -1 1 0 -1 1 0 0
0 0 -1 -1 1 0 9 -9 -31 8
0 0 -1 -1 1 0 69 -59 254 -2
0 0 1 0 1 0 -1 0 0 0
0 0 1 0 1 0 9 0 1 0
0 0 1 0 1 0 -131 0 -650 0
1 1 -1 1 0 0 0 -1 0 0
1 1 0 0 1 1 2 -2 0 -1
1 1 -1 1 0 0 -5 -26 75 -73
1 1 0 0 1 1 -13 3 4 -1
1 0 1 1 1 1 -11 3 -19 1
1 0 -1 -1 1 1 -9 -2 -9 0
1 0 0 -1 0 1 2 4 2 -3
1 0 -1 1 1 1 6 -5 -1 2
0 0 1 -1 0 1 -1 0 0 0
0 0 0 0 0 0 0 0 0 0
