2
0 1 1 -1 1 0 -1 0 0 0
0 0 0 0 0 0 1 0 0 0
0 0 0 0 0 0 -1 0 0 0
0 1 -1 0 0 1 -1 0 0 0
0 1 -1 0 0 0 -2 0 3 0
0 1 -1 1 1 0 0 -1 0 0
0 1 -1 1 1 1 2 -2 0 0
1 1 0 0 1 0 -1 -1 0 0
1 0 1 -1 0 0 -1 -1 -1 0
1 0 1 -1 0 0 4 -11 -26 0
1 0 1 -1 0 0 69 -51 339 62
0 1 1 0 0 1 0 0 0 0
0 1 1 0 0 1 -15 0 -27 0
0 1 1 0 0 1 -5 0 5 0
0 0 -1 0 0 0 1 0 0 0
0 1 1 0 0 1 -95 0 347 0
0 1 1 0 0 1 5 0 23 0
0 1 1 0 0 1 85 70 559 -98
0 1 1 0 0 1 85 -70 559 98
1 0 0 0 1 0 -1 0 0 0
1 0 0 0 1 0 -11 0 12 0
1 0 0 0 1 0 4 0 -6 0
1 0 0 0 1 0 -36 0 -70 0
1 0 0 0 1 0 -171 0 -874 0
1 0 0 0 1 0 -2731 0 -55146 0
1 1 1 -1 1 1 0 -2 0 -1
1 1 1 -1 1 1 -5 -2 4 1
1 1 1 -1 1 1 -90 -12 302 71
1 1 1 -1 1 1 0 8 22 19
1 1 1 -1 1 1 -15 173 1006 859
1 1 1 -1 1 1 95 3 -30 251
0 0 1 0 0 0 -1 0 0 0
0 1 0 0 0 1 2 0 0 0
0 0 1 0 0 0 -41 0 -116 0
0 1 0 0 0 1 -8 0 18 0
0 1 1 -1 0 1 4 -3 4 -2
0 1 1 -1 0 1 49 -48 265 7
0 0 -1 -1 0 0 9 0 -2 5
0 1 1 -1 0 1 -21 2 37 13
0 1 1 -1 0 0 -1 -4 -7 1
0 1 1 -1 0 0 14 11 -19 16
0 0 -1 -1 0 0 -7 -4 4 11
0 1 1 -1 0 0 4 -59 -261 122
1 0 0 -1 0 1 0 -1 0 0
1 0 0 -1 0 1 10 -1 2 6
1 0 0 -1 0 1 170 -6 68 549
1 0 0 -1 0 1 10 4 24 7
0 0 -1 0 1 0 0 0 0 0
0 0 -1 0 1 0 -10 0 -20 0
0 0 -1 0 1 0 -7820 0 -263580 0
0 1 1 0 1 0 3 -3 -3 -1
0 1 0 0 0 1 0 0 1 0
0 1 0 0 0 1 -15 0 28 0
0 1 0 0 0 1 -5 0 -4 0
0 0 1 0 0 0 1 0 0 0
0 1 0 0 0 1 -95 0 -346 0
0 1 0 0 0 1 5 0 -22 0
0 1 0 0 0 1 85 -70 -558 -98
0 1 0 0 0 1 85 70 -558 98
